tokens,label
chất_lượng sản_phẩm tạm giá_cả chấp_nhận bột không min_lam uống bi_sạm,NEU
thơm,POS
không tiền,NEG
yên_tâm mua đồ shop giao hàng,POS
không ful bóx chất_lượng sản_phẩm giao hàng đóng_gói sản_phầm móp méo,NEG
đóng_gói sản_phẩm đẹp tiền,POS
hàng củng_tạm giao hang cung nhung cước_phí thì_hoi mắt,NEG
giao hàng chậm,NEG
chúc shop đắt hàng,POS
áo giao hàng ngã thất_vọng shop huy_vọng shop rút kinh_nghiệm khách_hàng kiểm_tra thông_tin gửi hàng,NEG
ghi hồng kp hồng_đậm gửi hồng đậm,NEG
xong giao màu không phiền không đổi,NEG
đóng_gói sản_phẩm giao hàng,POS
áo không hình_tay ngắn_shop hàng nhắn_tin không trả_lời chất_lượng sản_phẩm kém,NEG
chất_lượng sản_phẩm tuyệt_vời,POS
chất_lượng sản_phẩm mô_tả,POS
chất ổn giá,NEU
vải áo mềm_mại,POS
máy uốn nhanh_duỗi nếp tóc,NEG
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp giao hàng nhanh_shop phục_vụ đóng_gói sản_phẩm đẹp,POS
vải đẹp lắm shop,POS
shop tư_vấn size rộng ống_quần thùng thình_mặc không,NEG
màu trắng đen shop giao tất_màu đen,NEU
shop,POS
hơi to_xíu,POS
công_nhận đẹp mua áo chồng,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp không ngờ áo đẹp zi vải ô_sờ kê,POS
đợt bất_mãn đồ không giống_hình lắm mua màu đỏ giao màu đen,NEG
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tiền giao hàng tuyệt,POS
áo đẹp màu đỏ_đô không chuẩn,NEU
shop dễ_thương giao hàng quần vải_mềm co_giãn mua xanh đậm cảm_giác màu không hình_mẫu lắm,NEU
vải đẹp mỏng không lộ,POS
chất_lượng sản_phẩm tuyệt_vời shop phục_vụ,POS
sản_phẩm tệ,NEG
hợp_ý vợ_chồng giày êm_nhẹ chân lắm,POS
chất_lượng sản_phẩm tuyệt_vời shop phục_vụ tiền giao hàng,POS
ổn lắm,POS
gói hàng giao,POS
giao sai size size giao nhỏ_xíu,NEG
đẩy ngực,POS
áo dứi kg,NEU
,POS
giận,NEG
chất_lượng sản_phẩm tuyệt_vời tiền tiền,POS
tội đóng_gói không đẹp lắm shop,POS
chua hàng giao hàng,POS
hàng mặc đẹp lắm shop ủng_hộ tiếp,POS
nguyên dây kilomet hàng đẹp không bền không hàng care chút,NEG
chi co mot dau cap sac thoi,NEG
coi phim hời lun,NEG
ưng váy,POS
size áo ngắn không ảnh đầu_gối,NEG
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp đóng_gói sản_phẩm đẹp shop phục_vụ tốt_shop phục_vụ,POS
chuẩn ảnh ok,POS
bìa cực đẹp,POS
da mặt khô_hon bớt dầu da_minh da nhạy_cảm nhung rat ok không mẩn ngứa,POS
không mẫu,POS
hàng giao,POS
áo y_hình đẹp đóng_gói sản_phẩm đẹp tiền,POS
vải thun_mềm co_giãn,POS
chất vải đẹp,POS
shop phục_vụ che mặt_hàng nha shiper nam_ngại chết đồng_tiền,NEU
áo mặc không,NEG
mấy áo bt,NEU
chất vải mong_đợi,POS
áo đẹp vải áo mịn mát_hình cò hơi vàng,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp tiền,POS
áo hơi bó ổn,POS
kg mặc hơi_kích vai,NEG
ok hag đẹp,POS
đường may lỗi vãi mỏng không hình mua màu trắng shop giao màu đen nói_tóm_lại shop không uy_tín khuyên mua hàng shop cân_nhắc mua shop thất_vọng mua hàng shope,NEG
giao hàng mặc_dù shiper móp hộp đựng giày hình mặc_dù hơi lộ vân_keo tầm giá ổn ủng_hộ shop nhìu sản_phẩm,POS
giao hàng tiền shop phục_vụ đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp,POS
áo xinh bục,NEU
lightstick keyring đẹp lắm shop đóng hai hộp liền cẩn_thận,POS
chất_lượng sản_phẩm tuyệt_vời shop phục_vụ tiền ủng_hộ shop,POS
áo rộng không hình chất_liệu nhão không tiền,NEG
túi ví đẹp,POS
chân váy áo shop,POS
vô_cùng hài_lòng,POS
chất_lượng sản_phẩm tốt_shop nhiệt_tình,POS
hàng ưng lắm váy đẹp chất vải ok chủ shop nhiệt_tình,POS
shop phục_vụ kém,NEG
made in china_minh_không hai long,NEG
uy_tín,POS
mua online hài_lòng lắm rẻ,POS
đẹp giá chủ shop thân_thiện,POS
chất_lượng sản_phẩm tuyệt_vời shop phục_vụ áo rẻ chất đẹp hàng tiếc,POS
vải mỏng,NEG
tặng sh,POS
form to_lùng_bùng trùm mền,NEG
áo tưởng nhung ok giá shop rát nhiệt_tình,POS
giao hàng_không sản_phẩm,NEG
size to,NEG
xa_shop nhénếu cững không shop làm_ăn tệ_hại lâij áo_rách vỉa gắng_gượng chấp_nhận đcảnh báo,NEG
chất đep fom chuẩn ưng,POS
đẹp y_hình lắm đóng_gói sản_phẩm đẹp tiền,POS
sản_phẩm ok,POS
vô_trách_nhiệm giao không mẫu không giải_quyết chất_lượng sản_phẩm kém,NEG
đường may xấu tua rua,NEG
dây quay_cắp ngắn,NEG
đóng_gói sản_phẩm đẹp kèm postcard namjon hihi hi_vọng món tặng kèm postcard yongi,POS
hàng đẹp cực,POS
quat_la ok nhung_đong không ổn mua đoi shop không túi,POS
đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời tiền tiền,POS
chất đẹp giá rẻ vận_chuyển đắt,NEU
đồng_tiền giao hàng,POS
đầu mua quần_áo shope may mua shop đồ đẹp giá rẻ shop_cực dễ_thương,POS
tư_vấn nhiệt_tình chu_đáo,POS
chất_lượng sản_phẩm tạm,NEU
shop phục_vụ thẻ nạp ok,POS
váy,NEG
thua đồ second hand,NEG
,POS
vải không đáng_giá tiền,NEG
tiền giao hàng chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp,POS
đẹp hợp không,POS
xài không chất_lượng sản_phẩm hình,POS
trà mùi_vị dễ_chịu không nôn uống không cân nhẹ shop,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop tư_vấn nhiệt_tình,POS
chất_lượng sản_phẩm ổn_hơi thất_vọng túi túi giả,NEU
áo chất max đẹp màu chuẩn dễ_phối đồ chất_lượng sản_phẩm tuyệt_vời,POS
shop phục_vụ mua không bik,POS
dày dặn đẹp,POS
giao hàng tiền shop phục_vụ,POS
hơi ninon,NEU
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp sản_phẩm shop,POS
tiền,POS
đóng_gói kỹ giao hàng,POS
shop nhiệt_tình lắm_ý chủ_shop yêu,POS
mua trừ hao_size áo,NEU
chất coton nhẹ mix_đồ không dày,POS
không vỡ bình_luận,POS
không ưng không size_shop đổi size,NEG
chất_lượng sản_phẩm tạm đóng_gói sản_phẩm tạm giá_cả chấp_nhận giao hàng,POS
áo đẹp vải ok giao hàng,POS
hàng đẹp hình nàng mua yên_tâm,POS
tuyệt shop giới_thiệu sản_phẩm,POS
áo siêu_đẹp tội luồn dây hơi dây buộc nơ ngắn,POS
chán_đổi,NEG
gửi sai hàng hàng đổi hàng bắt vận_chuyển,NEU
,NEU
hình,POS
quần đẹp màu ưng_ý đóng_gói cẩn_thận vừa_lòng,POS
dày không y_hình y_hình chữ nike may kim tuyến check_mã không mặt_hàng buồn hàng không,NEG
mặt không trần màu nâu,NEG
mũ xinh_ý len_mềm co_giãn đội xinh_cực,POS
quần_hệt hình,NEU
sản_phẩm tạm,NEU
chất_lượng sản_phẩm đóng_gói sản_phẩm giao hàng tiếc dây xanh gắn dây kéo màu cắt sản_phẩn ổn_hợp giá tiền,POS
sản_phẩm chất_lượng,POS
chất_lượng sản_phẩm tuyệt_vời size giày,POS
giao hàng sản_phẩm hơi mẫu hình,NEU
đẹp tưởng_tượng rẻ_tiền ma vải siêu_dày ghé ủng_hộ shop,POS
giao hàng,NEG
khó_chịu lv shop,NEG
hàng giao hàng uống cảm_nhận,POS
hóa đơn ghi tiền đặt_hàng giao,NEG
tiền khuyên mua,POS
hướng_dẫn tiếng việt,POS
váy thất_vọng,NEG
hàng giao tốc_độ thần_sầu,POS
không giao hàng hộp méo_mọ,NEG
sản_phẩm tối vải đẹp shop phuc vụ,POS
may kiểu họa_tiết vớt_vát chút,NEG
vải mềm mịn,POS
trừ duy_nhất áo_adidas tem áo_lả mango không ảnh_hưởng,POS
túi zip_bạc gói chống ẩm muỗng thèm ai_ngờ cám cám,NEU
áo đẹp chất vải tạm thoi,POS
yêu vãi,POS
chất_lượng sản_phẩm tuyệt_vời lộn size,POS
tiền giao hàng,POS
giao hàng ân_cần vui_vẻ,POS
giao hàng,NEG
giao không màu mẫu,NEG
tóm_lại ủng_hộ shop,POS
củ,NEG
hàng ok_chất áo đẹp chủ_shop tư_vấn nhiệt_tình,POS
hơi thất_vọng màu không tươi_như hình,NEU
ok chất_lượng bổ rẻ,POS
trời rẻ đẹp dã_man,POS
màu đẹp vải ok,POS
chất xù,NEG
sản_phẩm ngắn size không mặc,NEG
đường may lỗi,NEG
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm tạm shop phục_vụ giao hàng,POS
,POS
sản_phẩm giảm_giá đẹp chất_lượng,POS
quần_lót fre size mặc hơi rộng không ôm lắm,NEG
áo đẹp,POS
chất_lượng sản_phẩm tuyệt_vời shop phục_vụ đồng_tiền giao hàng,POS
shop tư_vấn nhiệt_tình,POS
sản_phẩm mua đẹp,NEG
đẹp lắm,POS
hàng đẹp nha mua màu đỏ chât_liệu không fai voan lụa voan thô không nhăn,POS
cạp lệch đường không đẹp,NEG
gói hàng cẩn_thận mèo đổi,POS
giặt đầu không màu quần màu đen màu khuyên giặt_tay đầu mặc trách lem màu máy giặt,NEU
đóng_gói sản_phẩm đẹp hợp giá tiền,POS
mua cân mặc,NEG
chất_lượng sản_phẩm tuyệt_vời tiền,POS
trừ_hao đo mặc không,NEU
sản_phẩm ok,POS
bịch đóng_gói không kĩ hở chỗ bánh không dk,NEG
mih mua nua không,NEG
tn tự_động báo gquyet vòng tuần hôm_nay tuần,NEG
chất_lượng sản_phẩm tuyệt_vời tiền giao hàng,POS
chất_lượng sản_phẩm tạm giao hàng chậm,POS
đóng_gói ok hàng,POS
chất áo kém áo li_lông không tiền,NEG
vải đẹp size to,POS
đóng_gói sản_phẩm đẹp giao hàng sản_phẩm sài tạm ổn giá tiền mấy đừng phản_hồi không rẻ hợp giá tiền,NEU
chất_liệu vải không đẹp,NEU
tưởng hóa không tí,POS
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời giao hàng tiền shop phục_vụ,POS
đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tạm chất_lượng sản_phẩm tạm,POS
túi đẹp hài_lòng,POS
gọn âm_thanh to mua loa xiaomi hình_chữ_nhật cồng_kềnh âm_to phê,POS
sáp khử mùi dán nhãn hời hợt kiểu_dáng hàng fake,NEG
chùn ưng,POS
hang không giong hinh,NEG
cám_ơn shop,POS
ủng_hộ,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp giao hàng chất vải hàng ảnh oki tiền,POS
,POS
áo đẹp chất vải ok,POS
gui ma rat,POS
giá tiền ổn kg mặc rộng,NEG
shop phục_vụ hơi,POS
gửi sai size sản_phẩm đẹp đóng_gói ok,NEG
giao hàng chuẩn,POS
móc,POS
hàg facebok,NEU
chất_lượng sản_phẩm tuyệt_vời giá_cả,POS
ưng_ý lắm,POS
mong size,POS
mặc_dù chút trục_trặc giao hàng chủ_shop gọi điện nói_chuyện lịch_sự cho_qua,POS
shop nham_lan đat mau xam_trang shop giao mau xanh hình mat cuoi thi lai_la mat khóc nen không,NEG
sản_phẩm ok chất lg,POS
quần chiều dai_ok hơi mỏng gia tiền,POS
sóng phòng mạng,NEG
hài_lòng sản_phẩm,POS
mua shop ưng ủng_hộ shop,POS
giao hàng chất vải đẹp hài_lòng,POS
áo đẹp hình cám_ơn shop,POS
đường may không chất_lượng sản_phẩm tạm,NEU
hai mẫu áo_chất,NEG
giao không,NEU
chất_lượng sản_phẩm tạm đóng_gói sản_phẩm tạm shop phục_vụ tạm shop phục_vụ tạm giá_cả chấp_nhận,POS
chất vải kiểu áo ok mặc,POS
chất_lượng sản_phẩm tuyệt_vời hơi mỏng,POS
áo đẹp mặc xinh,POS
da đẹp chất vải mịn ngăn rộng đừng đồ thỏa,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp mau ma đẹp mh thich_lam ln,POS
shop tốn tìn mua áo,NEG
đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời,POS
hình kiểu hàng kiểu,NEG
chất vải áo_quần tạm,POS
chất_lượng giá tiền tặng_mã k_bộ màu dâu_tây nha vải dày đường đẹp tròn tròn mặc xinh,POS
đn trưa hôm đặt_hàng chiều hôm,POS
balo to cực,POS
hàng đẹp nhe,POS
đóng_gói sản_phẩm đẹp giao hàng giày đầu ok để_ý gãy chỗ thắt giày nhắn_tin shop shop không trả_lời giày_đẹp hơi thất_vọng tí,NEU
đẹp lắm ạ_shop phục_vụ,POS
giao hàng chất_lượng sản_phẩm tuyệt_vời,POS
quan bi_thư vải xấu không giong hinh,NEG
ok quần_hơi chật,POS
shop phục_vụ,POS
chủ shop trả_lời nhắn nhiệt_tình,POS
chất dày xl chun hơi căng,POS
váy ưng vải hơi mỏng from không thắt_lưng shop tiền,POS
hài_lòng shop,POS
hình,NEG
áo chất_lượng sản_phẩm tuyệt_vời tiền,POS
chất_lượng sản_phẩm tuyệt_thời_gian giao hàng tiền,POS
màu son_đẹp tự_nhiên,POS
đóng_gói kĩ_đẹp chất_lượng,POS
form không rộng lắm áo đẹp,POS
vải,NEU
tren hinh thi dính ngoc trai tren_vai nhan_thi dính ngoc trai ao vai khô cứng mặc rat hầm nong,NEG
tot voi gia,POS
đóng_gói sản_phẩm đẹp đánh giày trắng lắm,NEU
giá,NEU
tiếc gọng,POS
đồ nhỏ_xíu không mặc,NEG
vải ok hơi mỏng_xíu,POS
mua shope clip bằng_chứng phốt ngta,NEG
đẹp,POS
tiền mua khôn,NEU
ok đau chân,NEG
mua ny bảo mặc_dáng đẹp dáng đồ ngủ bt mua tiếp,POS
chất_liệu hình_mẫu,POS
size áo không chính_xác,NEU
tiền,POS
áo đẹp giao hàng,POS
thái_độ shop,POS
đồng_tiền đồng_tiền,POS
tư_vấn nhiệt_tình,POS
chất coton dày dặn,POS
áo đẹp chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp,POS
áo ok,POS
recomend,POS
đẹp,POS
ưng,POS
giúp cắt dây đeo không cắt,NEG
áo mặc tây lắm chất vải dày dặn,POS
hộp hơi xấu,NEU
chất_lượng cay,NEU
tạm chap,POS
,NEG
form áo không áo_dáng rộng,NEG
bỏ_viên,NEU
cá sản_phẩm shop tầm k_ý,NEU
chat lieu rat ok,POS
áo to,NEG
chủ shop nch_cực nhiệt_tình dễ_thương lắm á_lại viết_thiệp tặng kèm quà hihi,POS
tay_áo xấu vãi,POS
chất_lượng sản_phẩm kém hàng gửi rách,NEG
chất_lượng sản_phẩm tạm màu không hình,NEU
giá xiền oki oy,POS
chất_lượng ổn không quần y_vậy tiền,NEU
vãi mõng,NEU
,POS
áo len_mềm mịn đẹp lắm mn mua bõ tiền vận_chuyển,POS
đóng_gói sản_phẩm đẹp shop phục_vụ chất_lượng sản_phẩm tuyệt_vời shop phục_vụ giao hàng,POS
áo mặc không ôm ngực,NEG
hàng đóng_gói kỹ,POS
áo_lót form đẹp_dáng đẹp mua quạt cầm bé dơ bám bụi đóng mốc kinh_khủng,NEU
sản_phẩm hình_như vải hơi mỏng mặc hơi sót không mềm vải,POS
chất vải ok tiền,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tiền tiền tiền giao hàng,POS
giá_cả,POS
kg hài_lòng nhân_viên giao hàng,NEG
không,NEG
túi ok buồn_cái note giao màu đen củng nhắn_tin shop giao màu không vui lắm,NEG
nguoi đừng mua,NEG
quần đen_hơi rộng màu trắng may_túi màu cam hơi_kì tạm,NEU
áo dày mặc ấm vải đẹp chất_lượng sản_phẩm tuyệt_vời,POS
vải dày đẹp,POS
mua,NEU
hihi,NEU
eror,POS
giá tiền,POS
bt ok tạm,NEU
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời,POS
shop phục_vụ kém,NEG
áo xink cực mặc vô không nóng mà_còn mát shop tư_vấn nhiệt_tình and_cute vãi_tèo giao hàng bưu_phẩm gọn_gàng xĩu,POS
giao hàng ao giong hinh,POS
quần chất đẹp lắm shop,POS
shop,POS
vảy dày đẹp tiền,POS
chân gen hơi bé shop phục_vụ tốt_đổi nhiệt_tình,POS
giá tiền,POS
đóng_gói sản_phẩm xấu,NEG
áo hơi mỏng,NEG
chất_lượng sản_phẩm tuyệt_vời giao hàng,POS
chất_lượng không vải mỏng lỗi,NEG
màu cam đất đẹp sop,POS
chất_lượng ổn,POS
sp sp nhắn_tin shop bảo kt đơn hàng xong im_lặng,NEG
shop phục_vụ kém chất_lượng sản_phẩm kém không trả_lời nhắm khách_hàng hàng lỗi đổi mong shop trả_lời nhắn,NEG
áo_hồng gửi trắng,NEU
,POS
ủng_hộ lâu_dài,POS
chất_lượng bổ rẻ,POS
áo chữ in không thêu ngắn không lỡ,NEG
ok giá rẻ ưng,POS
kg size xl,POS
chất_lượng kiểu_dáng đẹp không uổng công_mình đợi mòn_mỏi đếm chụp dìm hàng đẹp lắm yên_tâm mua shop tặg kèm quà xinh_xinh nhìu,POS
giao hàng chất_lượng sản_phẩm tuyệt_vời shop phục_vụ,POS
shop nhiệt_tình,POS
mẫu size,POS
shop phục_vụ,POS
giá tiền quần_hơi rộng,NEU
chất vải xấu,NEG
chất_lượng sản_phẩm ok,POS
vải áo đen nóng không vải áo trắng chữ in xấu,NEG
khóa hơi kéo nha shop,NEG
thế_này mua thường_xuyên,POS
shop dễ_thương nhu_cầu ủng_hộ shop,POS
chất_lượng sản_phẩm kém sai màu không hình,NEG
mua tặng quà xinh_xinh,POS
túi đẹp cứng_cáp lắm đực chui chui mãi,POS
ăn_thử,NEU
giao không mau nhắn_tin không tra_loi giao co de_du luong,NEG
vải hơi mỏng không hình,NEG
,POS
quoai áo màu trắng khôn_gió ảnh lắm,NEG
very god,POS
đường lộ,NEG
vải dày đẹp,POS
shop phục_vụ trả_lời nhắn tận_tình,POS
size mặc thoải_mái chất vải tạm ổn đường may không đẹp,NEG
shop,POS
giao hanh dog goi sản_phẩm can than chat luong thi chua_an thu nen chua biet,POS
đầu order đơn hàng sót thất_vọng,NEG
may order ok,POS
thoáng mát,POS
quảng_cáo chai lít giá,NEG
ủng_hộ shop tiếp,POS
chất dày_dặn ưng_ý thêu nét,NEU
hàng_không mong_muốn,NEU
giá rẻ_shop phục_vụ ủng_hộ,POS
sản_phẩm bình_thường,NEU
không mua hơi phí,POS
màu giao màu chán,NEU
size bé shop,POS
chất_lượng sản_phẩm tuyệt_vời maˋ miˋnh mặc rộng,POS
váy không hình,NEG
đẹp hình lun,POS
đồng_tiền bát gạo,POS
dễ_thương,POS
đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời tiền quần y_hình đẹp,POS
áo hơi mỏng mua,POS
đóng_gói sản_phẩm đẹp,POS
áo chất không đẹp lắm,NEG
áo đẹp shop nhiệt_tình tư_vấn,POS
